timestamp,instrument,confidence,device,source_type
2025-07-23 21:26:43,dulzaina,0.31,cuda,video_test
2025-07-23 21:26:43,dulzaina,0.30,cuda,video_test
2025-07-23 21:26:43,dulzaina,0.26,cuda,video_test
2025-07-23 21:26:43,dulzaina,0.41,cuda,video_test
2025-07-23 21:26:44,dulzaina,0.47,cuda,video_test
2025-07-23 21:26:44,charango,0.41,cuda,video_test
2025-07-23 21:26:44,charango,0.53,cuda,video_test
2025-07-23 21:26:44,charango,0.45,cuda,video_test
2025-07-23 21:26:44,charango,0.29,cuda,video_test
2025-07-23 21:26:46,bombo_andino,0.32,cuda,video_test
2025-07-23 21:26:46,bombo_andino,0.59,cuda,video_test
2025-07-23 21:26:46,bombo_andino,0.58,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.29,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.28,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.39,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.49,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.64,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.66,cuda,video_test
2025-07-23 21:26:47,dulzaina,0.49,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.32,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.30,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.33,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.38,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.37,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.30,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.26,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.35,cuda,video_test
2025-07-23 21:26:48,dulzaina,0.38,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.37,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.45,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.36,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.26,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.38,cuda,video_test
2025-07-23 21:26:49,dulzaina,0.25,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.50,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.59,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.56,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.70,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.77,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.73,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.69,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.72,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.68,cuda,video_test
2025-07-23 21:26:50,dulzaina,0.62,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.75,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.73,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.65,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.67,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.78,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.78,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.81,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.82,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.80,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.76,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.80,cuda,video_test
2025-07-23 21:26:51,dulzaina,0.80,cuda,video_test
2025-07-23 21:26:54,dulzaina,0.33,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.43,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.59,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.64,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.41,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.54,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.52,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.30,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.44,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.58,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.25,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.62,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.51,cuda,video_test
2025-07-23 21:26:55,dulzaina,0.44,cuda,video_test
2025-07-23 21:26:56,dulzaina,0.35,cuda,video_test
2025-07-23 21:26:57,dulzaina,0.30,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.42,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.38,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.66,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.26,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.36,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.56,cuda,video_test
2025-07-23 21:26:59,dulzaina,0.58,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.61,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.35,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.29,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.44,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.34,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.47,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.32,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.30,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.26,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.48,cuda,video_test
2025-07-23 21:27:00,dulzaina,0.29,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.51,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.52,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.65,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.78,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.45,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.77,cuda,video_test
2025-07-23 21:27:03,dulzaina,0.45,cuda,video_test
2025-07-23 21:27:04,dulzaina,0.58,cuda,video_test
2025-07-23 21:27:04,dulzaina,0.66,cuda,video_test
2025-07-23 21:27:04,dulzaina,0.65,cuda,video_test
2025-07-23 21:27:05,dulzaina,0.37,cuda,video_test
2025-07-23 21:27:05,dulzaina,0.37,cuda,video_test
2025-07-23 21:27:05,dulzaina,0.25,cuda,video_test
2025-07-23 21:27:05,dulzaina,0.50,cuda,video_test
2025-07-23 21:27:07,dulzaina,0.53,cuda,video_test
2025-07-23 21:27:07,dulzaina,0.28,cuda,video_test
2025-07-23 21:27:08,dulzaina,0.31,cuda,video_test
2025-07-23 21:27:08,dulzaina,0.31,cuda,video_test
2025-07-23 21:27:09,dulzaina,0.74,cuda,video_test
2025-07-23 21:27:09,bombo_andino,0.71,cuda,video_test
2025-07-23 21:27:09,bombo_andino,0.91,cuda,video_test
2025-07-23 21:27:09,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.50,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.45,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.46,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.25,cuda,video_test
2025-07-23 21:27:10,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.50,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.50,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.44,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.48,cuda,video_test
2025-07-23 21:27:11,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:12,bombo_andino,0.44,cuda,video_test
2025-07-23 21:27:12,bombo_andino,0.75,cuda,video_test
2025-07-23 21:27:12,bombo_andino,0.66,cuda,video_test
2025-07-23 21:27:12,bombo_andino,0.57,cuda,video_test
2025-07-23 21:27:14,pingullo,0.26,cuda,video_test
2025-07-23 21:27:15,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:16,pingullo,0.42,cuda,video_test
2025-07-23 21:27:17,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:17,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:18,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:18,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:18,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:19,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:24,pingullo,0.44,cuda,video_test
2025-07-23 21:27:30,bombo_andino,0.52,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.51,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.61,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.72,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.64,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.62,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.79,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.93,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.94,cuda,video_test
2025-07-23 21:27:31,bombo_andino,0.96,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.95,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.95,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.79,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.91,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.91,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.91,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.84,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.69,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.63,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.67,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.57,cuda,video_test
2025-07-23 21:27:32,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.84,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.46,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.91,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.84,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.48,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.41,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.80,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.59,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.74,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.70,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:33,bombo_andino,0.61,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.70,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.57,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.49,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.72,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.54,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.50,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.51,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.69,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.89,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.68,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.55,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.67,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:34,bombo_andino,0.76,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.89,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.92,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.83,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.73,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.68,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.49,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.37,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.57,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.63,cuda,video_test
2025-07-23 21:27:35,bombo_andino,0.79,cuda,video_test
2025-07-23 21:27:36,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:36,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:36,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:37,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:37,bombo_andino,0.45,cuda,video_test
2025-07-23 21:27:37,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:37,bombo_andino,0.62,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.73,cuda,video_test
2025-07-23 21:27:38,bombo_andino,0.77,cuda,video_test
2025-07-23 21:27:39,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:39,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:40,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:41,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.44,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.42,cuda,video_test
2025-07-23 21:27:42,rondador,0.26,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:42,rondador,0.29,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.43,cuda,video_test
2025-07-23 21:27:42,rondador,0.30,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.40,cuda,video_test
2025-07-23 21:27:42,rondador,0.31,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.41,cuda,video_test
2025-07-23 21:27:42,rondador,0.36,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.39,cuda,video_test
2025-07-23 21:27:42,rondador,0.36,cuda,video_test
2025-07-23 21:27:42,rondador,0.39,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.38,cuda,video_test
2025-07-23 21:27:42,rondador,0.38,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.37,cuda,video_test
2025-07-23 21:27:42,rondador,0.37,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:42,rondador,0.39,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:42,rondador,0.37,cuda,video_test
2025-07-23 21:27:42,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:43,rondador,0.33,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:43,rondador,0.32,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:43,rondador,0.29,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:43,rondador,0.28,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:43,rondador,0.30,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:43,rondador,0.31,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:43,rondador,0.33,cuda,video_test
2025-07-23 21:27:43,rondador,0.38,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:43,rondador,0.40,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.25,cuda,video_test
2025-07-23 21:27:43,rondador,0.38,cuda,video_test
2025-07-23 21:27:43,bombo_andino,0.25,cuda,video_test
2025-07-23 21:27:43,rondador,0.38,cuda,video_test
2025-07-23 21:27:43,rondador,0.37,cuda,video_test
2025-07-23 21:27:43,rondador,0.35,cuda,video_test
2025-07-23 21:27:43,rondador,0.36,cuda,video_test
2025-07-23 21:27:43,rondador,0.33,cuda,video_test
2025-07-23 21:27:44,rondador,0.32,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:44,rondador,0.32,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:44,rondador,0.28,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.34,cuda,video_test
2025-07-23 21:27:44,rondador,0.28,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:44,rondador,0.26,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.25,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.25,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:44,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.26,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:45,rondador,0.26,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:45,rondador,0.26,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:45,rondador,0.28,cuda,video_test
2025-07-23 21:27:45,rondador,0.29,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:45,rondador,0.35,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:45,rondador,0.37,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:45,rondador,0.52,cuda,video_test
2025-07-23 21:27:45,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.45,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.52,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.59,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:46,rondador,0.62,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.54,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.46,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.29,cuda,video_test
2025-07-23 21:27:46,rondador,0.45,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.27,cuda,video_test
2025-07-23 21:27:46,rondador,0.45,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.41,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:46,rondador,0.44,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:46,rondador,0.46,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:46,rondador,0.47,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:46,rondador,0.43,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:46,rondador,0.50,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:46,rondador,0.70,cuda,video_test
2025-07-23 21:27:46,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:47,rondador,0.71,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:47,rondador,0.79,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.36,cuda,video_test
2025-07-23 21:27:47,rondador,0.81,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:47,rondador,0.87,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:47,rondador,0.86,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:47,rondador,0.88,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.35,cuda,video_test
2025-07-23 21:27:47,rondador,0.95,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:47,rondador,0.98,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.32,cuda,video_test
2025-07-23 21:27:47,rondador,0.99,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:47,rondador,0.99,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.28,cuda,video_test
2025-07-23 21:27:47,rondador,1.00,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.30,cuda,video_test
2025-07-23 21:27:47,rondador,1.00,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:47,rondador,1.00,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.31,cuda,video_test
2025-07-23 21:27:47,rondador,1.00,cuda,video_test
2025-07-23 21:27:47,bombo_andino,0.33,cuda,video_test
2025-07-23 21:27:48,rondador,1.00,cuda,video_test
