timestamp,instrument,confidence,device,source_type,fps,ram_usage_mb
2025-07-26 07:59:44,bombo_andino,0.34,cpu,video_test,31.77,627.70
2025-07-26 07:59:44,bombo_andino,0.36,cpu,video_test,31.24,627.70
2025-07-26 07:59:44,bombo_andino,0.36,cpu,video_test,63.29,627.70
2025-07-26 07:59:44,bombo_andino,0.39,cpu,video_test,63.61,627.70
2025-07-26 07:59:44,bombo_andino,0.36,cpu,video_test,29.51,627.70
2025-07-26 07:59:44,bombo_andino,0.35,cpu,video_test,30.20,627.70
2025-07-26 07:59:44,bombo_andino,0.35,cpu,video_test,31.68,627.70
2025-07-26 07:59:44,bombo_andino,0.38,cpu,video_test,31.72,627.70
2025-07-26 07:59:44,bombo_andino,0.36,cpu,video_test,63.64,627.70
2025-07-26 07:59:44,bombo_andino,0.36,cpu,video_test,31.02,627.70
2025-07-26 07:59:44,bombo_andino,0.39,cpu,video_test,31.81,627.70
2025-07-26 07:59:44,bombo_andino,0.38,cpu,video_test,31.39,627.70
2025-07-26 07:59:45,bombo_andino,0.40,cpu,video_test,31.82,627.70
2025-07-26 07:59:45,bombo_andino,0.40,cpu,video_test,31.65,627.70
2025-07-26 07:59:45,bombo_andino,0.40,cpu,video_test,31.78,627.70
2025-07-26 07:59:45,bombo_andino,0.43,cpu,video_test,29.41,627.70
2025-07-26 07:59:45,bombo_andino,0.43,cpu,video_test,31.47,627.70
2025-07-26 07:59:45,bombo_andino,0.43,cpu,video_test,29.73,627.70
2025-07-26 07:59:45,bombo_andino,0.44,cpu,video_test,31.81,627.70
2025-07-26 07:59:45,bombo_andino,0.42,cpu,video_test,31.69,627.70
2025-07-26 07:59:45,rondador,0.26,cpu,video_test,31.69,627.70
2025-07-26 07:59:45,bombo_andino,0.43,cpu,video_test,63.56,627.70
2025-07-26 07:59:45,rondador,0.29,cpu,video_test,63.56,627.70
2025-07-26 07:59:45,bombo_andino,0.43,cpu,video_test,31.30,627.70
2025-07-26 07:59:45,rondador,0.30,cpu,video_test,31.30,627.70
2025-07-26 07:59:45,bombo_andino,0.40,cpu,video_test,29.78,627.70
2025-07-26 07:59:45,rondador,0.31,cpu,video_test,29.78,627.70
2025-07-26 07:59:45,bombo_andino,0.41,cpu,video_test,29.78,627.70
2025-07-26 07:59:45,rondador,0.36,cpu,video_test,29.78,627.70
2025-07-26 07:59:45,bombo_andino,0.39,cpu,video_test,28.66,627.70
2025-07-26 07:59:45,rondador,0.36,cpu,video_test,28.66,627.70
2025-07-26 07:59:46,rondador,0.39,cpu,video_test,32.25,627.70
2025-07-26 07:59:46,bombo_andino,0.38,cpu,video_test,32.25,627.70
2025-07-26 07:59:46,rondador,0.38,cpu,video_test,62.25,627.70
2025-07-26 07:59:46,bombo_andino,0.37,cpu,video_test,62.25,627.70
2025-07-26 07:59:46,rondador,0.37,cpu,video_test,31.33,627.70
2025-07-26 07:59:46,bombo_andino,0.32,cpu,video_test,31.33,627.70
